p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene_symbol	sample_id	avg_norm_exp
MMY21940.CDC42	1.52275444547902e-119	-4.5995127807704	0.423	0.788	5.10701385924754e-115	CDC42	MMY21940	0.761106454316848
MMY21940.ITGB1	1.27445145279443e-118	-8.29655605875613	0.089	0.473	4.27425528238194e-114	ITGB1	MMY21940	0.13243922883487
MMY21940.RPLP0	3.6672562895469e-118	5.09532475040674	0.976	0.934	1.22992441438824e-113	RPLP0	MMY21940	11.7066219614417
MMY21940.HLA-DPB1	9.08124613656354e-118	-37.9924125218193	0.031	0.398	3.04566832928068e-113	HLA-DPB1	MMY21940	0.0544844928751048
MMY21940.SPCS1	9.43107285925112e-118	1.71008995043435	0.742	0.44	3.16299321553564e-113	SPCS1	MMY21940	2.04191114836547
MMY21940.MBP	1.07514465689837e-117	-1.28660379062222	0.024	0.389	3.60582015030576e-113	MBP	MMY21940	0.0352053646269908
MMY21940.CHCHD10	1.08397050316046e-117	5.6511023486205	0.625	0.287	3.63542027349954e-113	CHCHD10	MMY21940	1.53394803017603
MMY21940.CCL5	1.61231579481992e-117	-30.6132586516598	0.05	0.414	5.40738471266706e-113	CCL5	MMY21940	0.117351215423303
MMY21940.ARPC2	2.45361677313942e-117	-11.4167464456304	0.286	0.662	8.22893993375498e-113	ARPC2	MMY21940	0.382229673093043
MMY21940.CD48	5.7517225361402e-117	-3.1568092967243	0.271	0.644	1.9290127041707e-112	CD48	MMY21940	0.377200335289187
MMY21940.AAK1	1.36325901991986e-116	-1.65055484937326	0.055	0.43	4.57209810100721e-112	AAK1	MMY21940	0.066219614417435
MMY21940.TMED9	3.47001166507392e-115	2.0603654426985	0.491	0.159	1.16377251223249e-110	TMED9	MMY21940	0.874266554903604
MMY21940.COTL1	1.52075677456256e-114	-24.2094127541267	0.027	0.385	5.10031407052793e-110	COTL1	MMY21940	0.0368818105616094
MMY21940.NDNF	2.940092208223e-114	0.786986044005179	0.227	0.009	9.8604812479383e-110	NDNF	MMY21940	0.321039396479464
MMY21940.RPS3	3.2323972916917e-114	-56.5450262531645	0.951	0.979	1.08408140368756e-109	RPS3	MMY21940	6.94970662196144
MMY21940.TRIB1	1.80418447319082e-113	11.4753001283456	0.31	0.044	6.05087388618736e-109	TRIB1	MMY21940	0.762782900251467
MMY21940.DEK	8.78742673047007e-113	-3.67072587253758	0.066	0.438	2.94712717686505e-108	DEK	MMY21940	0.085498742665549
MMY21940.GAS2	3.16577061876913e-112	0.577612014105122	0.211	0.005	1.06173615012279e-107	GAS2	MMY21940	0.271584241408215
MMY21940.PFN1	3.68035359365985e-112	-16.1704785662356	0.644	0.88	1.23431698824164e-107	PFN1	MMY21940	1.48030176026823
MMY21940.DNAJB9	2.39412151850492e-111	2.34588145784551	0.412	0.105	8.02940474876179e-107	DNAJB9	MMY21940	0.734283319362951
MMY21940.RARRES3	1.82921331189729e-110	-1.89975686120007	0.023	0.37	6.13481560544115e-106	RARRES3	MMY21940	0.027661357921207
MMY21940.NKG7	1.93869184076013e-110	-30.9743795400911	0.029	0.373	6.50198469554132e-106	NKG7	MMY21940	0.0419111483654652
MMY21940.TPM3	2.27099315095242e-110	-10.987489365962	0.288	0.649	7.61645682966422e-106	TPM3	MMY21940	0.408214585079631
MMY21940.SUB1	4.55655554049328e-110	0.730508352362566	0.872	0.701	1.52817759717063e-105	SUB1	MMY21940	3.97066219614417
MMY21940.INSR	1.03049363008465e-108	1.16737319760516	0.304	0.043	3.45606953657789e-104	INSR	MMY21940	0.435875943000838
MMY21940.MANF	3.24121693165427e-108	2.20775859062878	0.463	0.145	1.08703933453821e-103	MANF	MMY21940	0.864207879295893
MMY21940.IGF1	4.10065550753069e-108	3.12898905448859	0.22	0.01	1.37527784411564e-103	IGF1	MMY21940	0.341994970662196
MMY21940.DUSP22	4.77820144268077e-108	1.59405444996118	0.381	0.085	1.60251319984628e-103	DUSP22	MMY21940	0.619446772841576
MMY21940.CDC42SE2	1.08921362938663e-107	-3.13453425526778	0.13	0.503	3.65300467023688e-103	CDC42SE2	MMY21940	0.155909471919531
MMY21940.TMEM156	3.39431055612328e-107	5.70914489891629	0.369	0.079	1.13838387431262e-102	TMEM156	MMY21940	0.637049455155071
MMY21940.FRGCA	6.69521711011454e-107	0.666741351120014	0.211	0.007	2.24544191439021e-102	FRGCA	MMY21940	0.284995808885163
MMY21940.BCL11B	4.72102556107273e-106	-2.71427870722108	0.012	0.341	1.58333755267257e-101	BCL11B	MMY21940	0.0159262363788768
MMY21940.GZMA	1.045123691716e-105	-6.95597022522039	0.023	0.357	3.50513583727713e-101	GZMA	MMY21940	0.0536462699077955
MMY21940.SLC44A1	4.16924952278108e-105	1.38662016085534	0.379	0.087	1.39828290495032e-100	SLC44A1	MMY21940	0.618608549874267
MMY21940.RNF213	1.29422844294166e-104	-4.98779083360588	0.111	0.475	4.34058335193773e-100	RNF213	MMY21940	0.134953897736798
MMY21940.LMAN1	3.1624487500558e-104	3.69942726596808	0.497	0.176	1.06062206179371e-99	LMAN1	MMY21940	0.933780385582565
MMY21940.LIMD2	4.12058555400891e-104	-2.84489224354977	0.164	0.54	1.38196198310351e-99	LIMD2	MMY21940	0.229673093042749
MMY21940.C1orf56	1.09172930023141e-103	-0.65224619362932	0.159	0.529	3.6614417271161e-99	C1orf56	MMY21940	0.219614417435038
MMY21940.PAIP2B	1.22641771042834e-102	1.94855478300182	0.252	0.025	4.11315971723456e-98	PAIP2B	MMY21940	0.370494551550712
MMY21940.MINCR	4.23539509495027e-102	0.803776003554205	0.286	0.04	1.42046680694442e-97	MINCR	MMY21940	0.390611902766136
MMY21940.SERP1	4.34351057854447e-102	4.46991838298562	0.791	0.527	1.45672657783224e-97	SERP1	MMY21940	2.47527242246438
MMY21940.MBNL1	1.20972796704825e-101	-3.59653969385866	0.374	0.728	4.05718565588641e-97	MBNL1	MMY21940	0.636211232187762
MMY21940.COBLL1	1.7494899078706e-101	1.95167157933637	0.324	0.059	5.8674392530164e-97	COBLL1	MMY21940	0.59010896898575
MMY21940.MT2A	3.60915414774286e-101	-16.9999193808822	0.034	0.363	1.21043811807e-96	MT2A	MMY21940	0.0444258172673931
MMY21940.CDC42SE1	3.89226547850707e-101	-1.7649056856061	0.183	0.538	1.3053879961817e-96	CDC42SE1	MMY21940	0.220452640402347
MMY21940.PRDX5	3.98305465830118e-101	3.67362844393018	0.593	0.272	1.33583687130105e-96	PRDX5	MMY21940	1.15004191114837
MMY21940.FYN	4.00490183449809e-101	-1.08452239667632	0.018	0.338	1.34316397725397e-96	FYN	MMY21940	0.0217937971500419
MMY21940.HLA-DPA1	5.88386307208447e-101	-26.9697686235537	0.022	0.346	1.97332999711569e-96	HLA-DPA1	MMY21940	0.0368818105616094
MMY21940.RPL7A	7.74034680217807e-101	-38.9968133952283	0.888	0.966	2.59595751051448e-96	RPL7A	MMY21940	4.6580050293378
MMY21940.PPP1R14B	9.3762903449717e-101	-8.99737799299248	0.521	0.191	3.14462025589661e-96	PPP1R14B	MMY21940	0.886839899413244
MMY21940.HLA-DOB	1.15950351417555e-100	1.46499152772666	0.299	0.047	3.88874288584196e-96	HLA-DOB	MMY21940	0.426655490360436
MMY21940.LY6E	1.20060141175822e-100	-2.91759243430335	0.02	0.341	4.02657701475473e-96	LY6E	MMY21940	0.0234702430846605
MMY21940.TBC1D9	2.32008778056802e-100	4.7204339271449	0.313	0.054	7.78111039846903e-96	TBC1D9	MMY21940	0.484492875104778
MMY21940.SELL	1.12054208936129e-99	-10.0331603948822	0.017	0.334	3.75807405929989e-95	SELL	MMY21940	0.0259849119865884
MMY21940.CDK14	2.01069925953552e-99	1.68230726269904	0.251	0.027	6.74348317663022e-95	CDK14	MMY21940	0.374685666387259
MMY21940.SRPRB	1.10450379806816e-98	0.862402384043492	0.358	0.081	3.704284837961e-94	SRPRB	MMY21940	0.497066219614417
MMY21940.IGLL5	1.33276038954095e-98	48.870842932814	0.215	0.013	4.46981179444245e-94	IGLL5	MMY21940	0.344509639564124
MMY21940.TUBA1A	4.16033514971081e-98	-21.1316753002612	0.029	0.349	1.39529320251001e-93	TUBA1A	MMY21940	0.0335289186923722
MMY21940.RPS2	4.71263415062468e-98	-64.289793580556	0.951	0.989	1.58052324143651e-93	RPS2	MMY21940	6.88516345347863
MMY21940.ID2	1.2384231333593e-97	-9.21180221190782	0.028	0.344	4.1534235046604e-93	ID2	MMY21940	0.0326906957250629
MMY21940.TMED2	2.67027747588882e-97	2.589015704162	0.594	0.275	8.95557659863594e-93	TMED2	MMY21940	1.15842414082146
MMY21940.STK17A	2.67331924706164e-97	-1.81576914565998	0.051	0.38	8.96577809079532e-93	STK17A	MMY21940	0.0603520536462699
MMY21940.SPOCK2	3.35266473773406e-97	-1.0256112298429	0.006	0.307	1.12441669974125e-92	SPOCK2	MMY21940	0.00586756077116513
MMY21940.SORL1	3.78911997402435e-97	-1.6601518679096	0.014	0.323	1.27079505688829e-92	SORL1	MMY21940	0.0201173512154233
MMY21940.SYVN1	4.44359113109148e-96	1.00683300843327	0.319	0.063	1.49029159354546e-91	SYVN1	MMY21940	0.452640402347024
MMY21940.CST7	6.09980544122424e-96	-4.9886555712901	0.015	0.32	2.04575274887779e-91	CST7	MMY21940	0.019279128248114
MMY21940.RGS10	2.08966205179467e-95	8.68257570168363	0.023	0.333	7.00830858930897e-91	RGS10	MMY21940	0.0410729253981559
MMY21940.CLEC2B	1.03579565301857e-94	-1.12694331289664	0.02	0.326	3.47385146109367e-90	CLEC2B	MMY21940	0.0243084660519698
MMY21940.CHPF	1.33702841413034e-94	0.629679105972885	0.225	0.02	4.48412589531033e-90	CHPF	MMY21940	0.287510477787091
MMY21940.CREB3L2	4.70720680510332e-94	2.3495026088158	0.372	0.101	1.57870301829555e-89	CREB3L2	MMY21940	0.734283319362951
MMY21940.SLC2A3	5.1479397784933e-94	-12.1170870774478	0.025	0.334	1.72651604291108e-89	SLC2A3	MMY21940	0.0343671416596815
MMY21940.S100A11	3.35035820330941e-93	-22.9197903328707	0.054	0.372	1.12364313422591e-88	S100A11	MMY21940	0.0737636211232188
MMY21940.TMEM258	6.77253063181419e-93	4.2553273544541	0.74	0.491	2.27137132329784e-88	TMEM258	MMY21940	2.22799664710813
MMY21940.PRDM5	7.03334582012573e-93	0.601932150834725	0.185	0.007	2.35884352115377e-88	PRDM5	MMY21940	0.260687342833194
MMY21940.SLAMF7	7.05169165061036e-93	2.28828556222534	0.386	0.107	2.3649963457817e-88	SLAMF7	MMY21940	0.71081307627829
MMY21940.DDOST	7.12862624894182e-93	1.38053674310364	0.455	0.152	2.39079867137011e-88	DDOST	MMY21940	0.683151718357083
MMY21940.FXYD5	1.0586881070652e-92	-9.0433713329677	0.266	0.6	3.55062817347526e-88	FXYD5	MMY21940	0.364626990779547
MMY21940.MYL6B	2.90470808728792e-92	0.785653454747439	0.31	0.06	9.74180998314623e-88	MYL6B	MMY21940	0.422464375523889
MMY21940.CDKN2A	3.47493136633984e-92	0.679829990671527	0.229	0.023	1.16542248164306e-87	CDKN2A	MMY21940	0.304274937133277
MMY21940.HSPA5	7.32855477241886e-92	42.0847048118448	0.64	0.349	2.45785069957384e-87	HSPA5	MMY21940	1.70578373847443
MMY21940.IRF4	1.41543283615736e-91	4.2247990293307	0.292	0.052	4.74707864590456e-87	IRF4	MMY21940	0.595976529756915
MMY21940.LYPD6B	3.05624772584288e-91	0.482789453321813	0.179	0.005	1.02500436229319e-86	LYPD6B	MMY21940	0.223805532271584
MMY21940.GAS6	3.50868048862412e-91	3.01260166752837	0.214	0.018	1.17674126227476e-86	GAS6	MMY21940	0.319362950544845
MMY21940.HNRNPDL	4.14221460894974e-91	-6.77887856658017	0.38	0.703	1.38921593554956e-86	HNRNPDL	MMY21940	0.606873428331936
MMY21940.EMB	5.36696917847052e-91	-1.66144080070979	0.077	0.401	1.79997412307544e-86	EMB	MMY21940	0.088013411567477
MMY21940.LCK	6.62724845192531e-91	-1.02277247378714	0.017	0.311	2.22264658580671e-86	LCK	MMY21940	0.0184409052808047
MMY21940.HM13	8.17500068277871e-91	2.08289141605876	0.455	0.165	2.74173172899032e-86	HM13	MMY21940	0.830678960603521
MMY21940.RND3	9.32983668555505e-91	4.95128447074515	0.18	0.006	3.12904062760145e-86	RND3	MMY21940	0.318524727577536
MMY21940.SRM	1.05602472549072e-90	1.11413727655384	0.446	0.153	3.54169572435077e-86	SRM	MMY21940	0.694048616932104
MMY21940.CARMIL1	1.08020373217582e-90	0.820556383068247	0.212	0.017	3.62278727697126e-86	CARMIL1	MMY21940	0.292539815590947
MMY21940.METTL7A	2.16031606069244e-90	1.68050802391171	0.391	0.111	7.24526800435031e-86	METTL7A	MMY21940	0.657166806370495
MMY21940.ZEB2	2.6006604877467e-90	-16.1314182475876	0.022	0.317	8.72209514380489e-86	ZEB2	MMY21940	0.0284995808885163
MMY21940.VPREB3	2.75003715628502e-90	0.31653624569446	0.339	0.076	9.2230746147487e-86	VPREB3	MMY21940	0.696563285834032
MMY21940.LMAN2	7.61416401339976e-90	1.5091751641476	0.521	0.217	2.55363832681401e-85	LMAN2	MMY21940	0.877619446772842
MMY21940.SEC14L1	9.69286275325491e-90	1.78431923771557	0.391	0.115	3.25079231018663e-85	SEC14L1	MMY21940	0.642078792958927
MMY21940.ACAP1	1.46519775122111e-89	-0.740574782886552	0.028	0.326	4.91398021804536e-85	ACAP1	MMY21940	0.0310142497904443
MMY21940.SEL1L3	4.01609483620149e-89	2.03013408854339	0.418	0.136	1.34691788616526e-84	SEL1L3	MMY21940	0.77116512992456
MMY21940.TGFBR3L	4.58245520015989e-89	0.475048272558483	0.185	0.009	1.53686382502962e-84	TGFBR3L	MMY21940	0.225481978206203
MMY21940.TRAF3IP3	9.23794008384679e-89	-0.868503549818289	0.059	0.372	3.09822034532054e-84	TRAF3IP3	MMY21940	0.0729253981559095
MMY21940.PDK1	9.42959835210131e-89	4.39730113489344	0.303	0.062	3.16249869532774e-84	PDK1	MMY21940	0.557418273260687
MMY21940.FBXW7	1.14438252221199e-88	6.13403747998908	0.442	0.162	3.83803010299456e-84	FBXW7	MMY21940	1.01005867560771
MMY21940.RAB30	2.6679760017217e-88	1.19363999808054	0.282	0.052	8.94785791457425e-84	RAB30	MMY21940	0.45766974015088
MMY21940.CPEB4	6.03055391283279e-88	30.384989879479	0.405	0.133	2.02252717128586e-83	CPEB4	MMY21940	1.21374685666387
MMY21940.GPR183	8.80537531363357e-88	-6.3103709710212	0.01	0.291	2.95314677268643e-83	GPR183	MMY21940	0.0125733445096396
MMY21940.FAM133A	1.0161847500769e-87	0.966299639095461	0.191	0.012	3.4080804148079e-83	FAM133A	MMY21940	0.300083822296731
MMY21940.GLIPR1	1.52851555932194e-87	-2.3491454241824	0.03	0.325	5.12633548285392e-83	GLIPR1	MMY21940	0.0368818105616094
MMY21940.GZMM	2.30707998079622e-87	-1.11413892798772	0.008	0.288	7.73748483959438e-83	GZMM	MMY21940	0.0117351215423303
MMY21940.SAMHD1	3.33035402978612e-87	-14.1077145843055	0.037	0.333	1.11693413450967e-82	SAMHD1	MMY21940	0.0427493713327745
MMY21940.ANKRD28	3.91677168107363e-87	8.75380426543116	0.436	0.162	1.31360688639847e-82	ANKRD28	MMY21940	1.77116512992456
MMY21940.RPS15A	7.78217233942017e-87	-38.2898771804719	0.94	0.979	2.60998495919474e-82	RPS15A	MMY21940	11.7200335289187
MMY21940.FCGR2B	1.77943135872144e-86	0.633431502577341	0.267	0.043	5.96785689087997e-82	FCGR2B	MMY21940	0.360435875943001
MMY21940.JUNB	7.92493825541679e-86	-6.30788706412134	0.438	0.765	2.65786579210168e-81	JUNB	MMY21940	1.58005029337804
MMY21940.IFITM2	9.81429093269086e-86	-14.3485812766319	0.282	0.601	3.29151689300586e-81	IFITM2	MMY21940	0.445096395641241
MMY21940.LEPROTL1	1.01461068546741e-85	-1.64759252905591	0.123	0.445	3.4028013169206e-81	LEPROTL1	MMY21940	0.146689019279128
MMY21940.REL	1.73979199613277e-85	-3.58680267532796	0.02	0.302	5.83491439663007e-81	REL	MMY21940	0.0234702430846605
MMY21940.PIK3R1	3.05919034003695e-85	-1.68193633933222	0.089	0.4	1.02599125624159e-80	PIK3R1	MMY21940	0.10896898575021
MMY21940.ZFAS1	4.76812361778819e-85	-15.0789327825149	0.218	0.535	1.5991332989338e-80	ZFAS1	MMY21940	0.27745180217938
MMY21940.CELF2	7.23640074800448e-85	-4.89762358326778	0.173	0.506	2.42694408286574e-80	CELF2	MMY21940	0.246437552388935
MMY21940.CLEC2D	1.03999025768921e-84	-1.10871473924063	0.055	0.359	3.48791932623809e-80	CLEC2D	MMY21940	0.0754400670578374
MMY21940.STK4	1.59102185466559e-84	-0.655867198272523	0.296	0.634	5.33596909617746e-80	STK4	MMY21940	0.447611064543168
MMY21940.IKZF1	1.63963785389915e-84	-1.40621649828638	0.118	0.439	5.49901743440697e-80	IKZF1	MMY21940	0.140821458507963
MMY21940.HLA-DRB1	5.79091115942013e-84	-25.1355064193184	0.017	0.293	1.94215578464632e-79	HLA-DRB1	MMY21940	0.0234702430846605
MMY21940.RASGRP3	2.19504288289978e-83	0.968360467722367	0.208	0.021	7.36173482066927e-79	RASGRP3	MMY21940	0.294216261525566
MMY21940.ABRACL	4.21070860967014e-83	-0.9253332363617	0.028	0.31	1.41218745351117e-78	ABRACL	MMY21940	0.0335289186923722
MMY21940.CTSW	1.49050222780606e-82	2.00161159782791	0.041	0.334	4.99884637161597e-78	CTSW	MMY21940	0.0896898575020956
MMY21940.P4HB	1.51952758435877e-82	1.52033684191999	0.554	0.254	5.09619161242245e-78	P4HB	MMY21940	0.97569153394803
MMY21940.TNFAIP3	2.21290938087764e-82	-6.62343375894591	0.126	0.446	7.42165548158742e-78	TNFAIP3	MMY21940	0.227158424140821
MMY21940.TMEM230	3.12538744322978e-82	1.65024273941315	0.525	0.233	1.0481924407104e-77	TMEM230	MMY21940	0.901089689857502
MMY21940.DPM3	3.40570420926652e-82	3.00350736239785	0.487	0.209	1.14220507770381e-77	DPM3	MMY21940	0.926236378876781
MMY21940.TRBC1	3.80647072675935e-82	-10.2480318619768	0.03	0.309	1.27661415234055e-77	TRBC1	MMY21940	0.0444258172673931
MMY21940.KCNN3	4.94355762799654e-82	0.445074103238582	0.171	0.008	1.65797035727748e-77	KCNN3	MMY21940	0.215423302598491
MMY21940.RPN2	6.47965094054843e-82	1.70857930891906	0.506	0.216	2.17314533244113e-77	RPN2	MMY21940	0.932103939647946
MMY21940.SEL1L	1.19463684802172e-81	1.56561305249669	0.353	0.101	4.00657306089526e-77	SEL1L	MMY21940	0.622799664710813
MMY21940.C19orf70	1.81192982616053e-81	2.20715687027773	0.555	0.267	6.0768502509772e-77	C19orf70	MMY21940	1.11232187761945
MMY21940.CCND2	3.51182009198204e-81	-1.15429360382628	0.015	0.282	1.17779422244893e-76	CCND2	MMY21940	0.0159262363788768
MMY21940.TPD52	5.25239021581224e-81	0.927476743554423	0.387	0.12	1.76154663057911e-76	TPD52	MMY21940	0.584241408214585
MMY21940.C1orf162	2.26171393404683e-80	-3.42834044764265	0.018	0.285	7.58533619200624e-76	C1orf162	MMY21940	0.0201173512154233
MMY21940.ROMO1	5.95429607094322e-80	6.06697592075714	0.606	0.347	1.99695181627294e-75	ROMO1	MMY21940	1.54568315171836
MMY21940.CRELD2	6.07581942442899e-80	0.722473801969487	0.312	0.075	2.037708318565e-75	CRELD2	MMY21940	0.429170159262364
MMY21940.MYH9	7.5830827632203e-80	1.34675412281175	0.101	0.404	2.54321429712882e-75	MYH9	MMY21940	0.125733445096396
MMY21940.FNDC3B	1.72364456777677e-79	2.83666543082595	0.321	0.08	5.78075915140973e-75	FNDC3B	MMY21940	0.59094719195306
MMY21940.WIPF1	2.08643770713554e-79	-0.779599381699082	0.096	0.4	6.99749478219117e-75	WIPF1	MMY21940	0.117351215423303
MMY21940.HLA-DRB5	5.18444025182494e-79	-27.061133154178	0.019	0.283	1.73875757165705e-74	HLA-DRB5	MMY21940	0.030176026823135
MMY21940.DUSP2	7.63981359626423e-79	-5.69204920435246	0.045	0.327	2.5622406839151e-74	DUSP2	MMY21940	0.088013411567477
MMY21940.YWHAZ	1.09173879393023e-78	-5.11701566834334	0.423	0.721	3.6614735670832e-74	YWHAZ	MMY21940	0.764459346186085
MMY21940.CLECL1	1.10738657858207e-78	0.785967030209075	0.255	0.045	3.71395310724853e-74	CLECL1	MMY21940	0.380553227158424
MMY21940.LBH	1.1507367009669e-78	-2.3849056482273	0.017	0.279	3.8593407477028e-74	LBH	MMY21940	0.0201173512154233
MMY21940.SEC61B	1.49287006109068e-78	-5.97653034822423	0.684	0.429	5.00678761088592e-74	SEC61B	MMY21940	1.85666387259011
MMY21940.PRMT2	1.59445698779055e-78	-1.33156183150449	0.045	0.326	5.34748984565195e-74	PRMT2	MMY21940	0.0544844928751048
MMY21940.LAT	1.7444180757645e-78	-0.665650672857387	0.018	0.283	5.85042934249898e-74	LAT	MMY21940	0.0259849119865884
MMY21940.PPP2R5C	2.33411775751958e-78	-2.32334397278273	0.234	0.544	7.82816413516915e-74	PPP2R5C	MMY21940	0.308466051969824
MMY21940.CTGF	2.4028057431934e-78	19.8795936838037	0.184	0.015	8.05852990152204e-74	CTGF	MMY21940	0.474434199497066
MMY21940.CFL2	4.09564572154692e-77	0.683375961137174	0.21	0.026	1.37359766209241e-72	CFL2	MMY21940	0.303436714165968
MMY21940.BMI1	6.60235000744847e-77	1.54655512257452	0.335	0.094	2.21429614549807e-72	BMI1	MMY21940	0.528918692372171
MMY21940.TRAM2	9.14605805444179e-77	0.641612219242432	0.216	0.029	3.06740495029869e-72	TRAM2	MMY21940	0.305113160100587
MMY21940.TENT5C	1.10998151154191e-76	3.44617598281917	0.475	0.213	3.72265599340924e-72	TENT5C	MMY21940	1.08549874266555
MMY21940.FLNA	1.42573782870803e-76	9.60805834836001	0.129	0.429	4.78163952992098e-72	FLNA	MMY21940	0.191953059513831
MMY21940.PELI1	1.73909840227606e-76	7.37791173000963	0.348	0.108	5.83258822155344e-72	PELI1	MMY21940	0.941324392288349
MMY21940.STK17B	2.8585896436597e-76	-2.91139178580376	0.249	0.566	9.5871379469059e-72	STK17B	MMY21940	0.364626990779547
MMY21940.RCAN3	3.29101752714561e-76	-1.05309262540188	0.014	0.269	1.10374145825409e-71	RCAN3	MMY21940	0.0234702430846605
MMY21940.HLA-F	1.38427850436265e-75	-1.03496810866241	0.104	0.399	4.64259324793145e-71	HLA-F	MMY21940	0.122380553227158
MMY21940.TAGLN2	2.01380534502114e-75	-5.17332167680759	0.134	0.435	6.75390036613189e-71	TAGLN2	MMY21940	0.194467728415759
MMY21940.RAC2	2.31277703203939e-75	-1.98902119693787	0.268	0.564	7.75659161005369e-71	RAC2	MMY21940	0.345347862531433
MMY21940.MYL12B	2.312781224182e-75	-1.99058918784958	0.412	0.691	7.7566056696616e-71	MYL12B	MMY21940	0.639564124056999
MMY21940.CD247	1.06531185990937e-74	-5.25550007157417	0.012	0.26	3.57284291576404e-70	CD247	MMY21940	0.0142497904442582
MMY21940.CRACR2B	1.74762871041522e-74	0.439852268899486	0.166	0.011	5.86119716899055e-70	CRACR2B	MMY21940	0.209555741827326
MMY21940.GMPPB	3.05427565215526e-74	0.48904241923096	0.205	0.026	1.02434296821983e-69	GMPPB	MMY21940	0.260687342833194
MMY21940.TMEM208	4.08236368025795e-74	0.731985891841897	0.334	0.096	1.36914313108491e-69	TMEM208	MMY21940	0.446772841575859
MMY21940.ITGAL	4.99455409750376e-74	-0.909166865554765	0.018	0.269	1.67507355322081e-69	ITGAL	MMY21940	0.0209555741827326
MMY21940.AES	5.67940786775377e-74	-1.93391997007646	0.409	0.708	1.90475981068726e-69	AES	MMY21940	0.684828164291702
MMY21940.RPS24	8.57793060687004e-74	-90.8831676298608	0.939	0.98	2.87686636693208e-69	RPS24	MMY21940	8.40234702430847
MMY21940.SEC61A1	8.9421080577693e-74	2.86711348517417	0.352	0.109	2.99900420041467e-69	SEC61A1	MMY21940	0.545683151718357
MMY21940.CALR	1.26447258338455e-73	2.34117402156259	0.696	0.466	4.24078815015509e-69	CALR	MMY21940	1.93797150041911
MMY21940.GIMAP7	1.88536432115453e-73	-1.7705045799506	0.011	0.255	6.32313486028807e-69	GIMAP7	MMY21940	0.0159262363788768
MMY21940.PNOC	3.10811556533238e-73	0.533001390153916	0.21	0.029	1.04239979830117e-68	PNOC	MMY21940	0.275775356244761
MMY21940.ABCB9	3.57895992447017e-73	0.471710492310226	0.16	0.009	1.20031157946881e-68	ABCB9	MMY21940	0.20536462699078
MMY21940.DTWD1	4.94470173216629e-73	1.50067574566897	0.288	0.068	1.65835406693393e-68	DTWD1	MMY21940	0.416596814752724
MMY21940.CKAP4	5.57606531284677e-73	0.965643347616814	0.268	0.056	1.87010078462255e-68	CKAP4	MMY21940	0.384744341994971
MMY21940.C2orf88	9.32065281078024e-73	0.455326958373478	0.17	0.013	3.12596053967948e-68	C2orf88	MMY21940	0.212070410729254
MMY21940.LMO4	1.10323897823089e-72	-1.43609193376459	0.445	0.18	3.70004288519076e-68	LMO4	MMY21940	0.852472757753562
MMY21940.RASGRP2	1.19776283713025e-72	-0.71420846987008	0.014	0.259	4.01705700316744e-68	RASGRP2	MMY21940	0.019279128248114
MMY21940.TRAM1	1.72512312375336e-72	2.4322704650973	0.602	0.333	5.78571793244402e-68	TRAM1	MMY21940	1.31684828164292
MMY21940.ARF4	2.85690764088587e-72	7.63690669669162	0.37	0.121	9.58149684600305e-68	ARF4	MMY21940	0.528080469404862
MMY21940.RPS27	3.60329153119224e-72	-30.2907291341138	0.982	0.991	1.20847191373125e-67	RPS27	MMY21940	22.8667225481978
MMY21940.LY96	4.89650601279447e-72	1.13495349358011	0.298	0.075	1.64219018657101e-67	LY96	MMY21940	0.459346186085499
MMY21940.HDLBP	1.64695827990175e-71	1.03648283125211	0.342	0.105	5.5235686791345e-67	HDLBP	MMY21940	0.531433361274099
MMY21940.PIK3CD-AS2	2.04301205400732e-71	0.54073706249143	0.164	0.012	6.85185382672974e-67	PIK3CD-AS2	MMY21940	0.218776194467728
MMY21940.ITGA8	2.20663761256117e-71	0.340406268918505	0.135	0.002	7.40062122500766e-67	ITGA8	MMY21940	0.167644593461861
MMY21940.FUS	3.97401122465307e-71	-1.91715392579888	0.339	0.65	1.33280388452415e-66	FUS	MMY21940	0.59094719195306
MMY21940.EMP3	5.71202548616998e-71	-2.71022925233186	0.397	0.676	1.91569910755169e-66	EMP3	MMY21940	0.704945515507125
MMY21940.CEMIP2	8.46001343313065e-71	-0.953969839359053	0.009	0.244	2.83731930520336e-66	CEMIP2	MMY21940	0.010896898575021
MMY21940.KDELR2	1.56292778790944e-70	1.45757912770807	0.429	0.168	5.24174721509068e-66	KDELR2	MMY21940	0.658843252305113
MMY21940.GIMAP4	2.28742014058411e-70	-2.40704820082467	0.01	0.244	7.67154966749099e-66	GIMAP4	MMY21940	0.010896898575021
MMY21940.GNG2	3.06083676257709e-70	-0.706751098936444	0.008	0.241	1.0265434334331e-65	GNG2	MMY21940	0.00838222967309304
MMY21940.LINC01871	3.37437996018467e-70	-3.51431722472548	0.009	0.242	1.13169955104674e-65	LINC01871	MMY21940	0.010896898575021
MMY21940.AKNA	3.76454903332978e-70	-0.702846651006676	0.03	0.279	1.26255445479814e-65	AKNA	MMY21940	0.0343671416596815
MMY21940.TNFAIP8	9.43449117067901e-70	-1.00249823023738	0.09	0.363	3.16413964882233e-65	TNFAIP8	MMY21940	0.0955574182732607
MMY21940.PIM2	9.65985606324908e-70	4.07073341946762	0.393	0.146	3.23972252649248e-65	PIM2	MMY21940	0.75943000838223
